Object	Cont_Flag	RAJ2000	DEJ2000	X	Y	Label_Flag	Info
line	+	56.889171992968976	23.956154374865505	0.0	0.0	false	null
line	+	56.889171992968976	23.956154374865505	0.0	0.0	false	
line	+	56.89845187290171	23.9633680781141	0.0	0.0	false	
line	+	56.905089666143304	23.970590523810333	0.0	0.0	false	
line	+	56.91171797366732	23.975397511589662	0.0	0.0	false	
line	+	56.91966844554	23.98019945029047	0.0	0.0	false	
line	+	56.92761424494508	23.983793392111522	0.0	0.0	false	
line	+	56.93554980150615	23.984971754953172	0.0	0.0	false	
line	+	56.94481266200119	23.987352311379805	0.0	0.0	false	
line	+	56.95407586704568	23.98973230780891	0.0	0.0	false	
line	+	56.96202322427792	23.99332446437214	0.0	0.0	false	
line	+	56.969959688378545	23.994501045319858	0.0	0.0	false	
line	+	56.97790204308019	23.996884796469953	0.0	0.0	false	
line	+	56.98585051379811	24.000475716527355	0.0	0.0	false	
line	+	56.993799431207485	24.004066223900782	0.0	0.0	false	
line	+	57.00043280852452	24.008869367858644	0.0	0.0	false	
line	+	57.00707873132379	24.016087382813346	0.0	0.0	false	
line	+	57.01371323543277	24.02088995030201	0.0	0.0	false	
line	+	57.019038384893705	24.028113017212423	0.0	0.0	false	
line	+	57.02437033202619	24.036543476183297	0.0	0.0	false	
line	+	57.029690506302714	24.042558592447698	0.0	0.0	false	
line	+	57.03370138164455	24.05099443516452	0.0	0.0	false	
line	+	57.037706474476316	24.058222594413863	0.0	0.0	false	
line	+	57.04171202707883	24.065450648091744	0.0	0.0	false	
line	+	57.04440181282074	24.073892022408014	0.0	0.0	false	
line	+	57.04708554910121	24.081125772014204	0.0	0.0	false	
line	+	57.04844682046917	24.088365358486342	0.0	0.0	false	
line	+	57.05245395573141	24.09559312826171	0.0	0.0	false	
line	+	57.05513862637589	24.102826734938557	0.0	0.0	false	
line	+	57.05650060858415	24.110066248280145	0.0	0.0	false	
line	+	57.05655921759702	24.12093443157079	0.0	0.0	false	
line	+	57.05661133848791	24.130595038647524	0.0	0.0	false	
line	+	57.05797373145402	24.137834537850345	0.0	0.0	false	
line	+	57.05802599189032	24.14749514402499	0.0	0.0	false	
line	+	57.058071738348836	24.155948174356357	0.0	0.0	false	
line	+	57.05811096340339	24.163193628909642	0.0	0.0	false	
line	+	57.05815674207718	24.171646659243237	0.0	0.0	false	
line	+	57.0582025381058	24.180099689643725	0.0	0.0	false	
line	+	57.05824835149493	24.188552720157073	0.0	0.0	false	
line	+	57.05697028153003	24.1970117104158	0.0	0.0	false	
line	+	57.0530440759135	24.205482553621458	0.0	0.0	false	
line	+	57.05043495889318	24.212739828963784	0.0	0.0	false	
