Object	Cont_Flag	RAJ2000	DEJ2000	X	Y	Label_Flag	Info
line	+	93.31605747575809	17.93095488424172	0.0	0.0	false	null
line	+	93.31605747575809	17.93095488424172	0.0	0.0	false	
line	+	93.31095486954395	17.92853185964121	0.0	0.0	false	
line	+	93.30840361895488	17.92732029716066	0.0	0.0	false	
line	+	93.30585297967244	17.926917543494234	0.0	0.0	false	
line	+	93.3033020697096	17.926110335270103	0.0	0.0	false	
line	+	93.30075090659422	17.924898672463982	0.0	0.0	false	
line	+	93.29820031972592	17.924495818523965	0.0	0.0	false	
line	+	93.29564947970353	17.92368851000334	0.0	0.0	false	
line	+	93.2918235194072	17.922881905715748	0.0	0.0	false	
line	+	93.28927298201543	17.92247893480955	0.0	0.0	false	
line	+	93.28629741032933	17.922076163384176	0.0	0.0	false	
line	+	93.28374689717617	17.921673120080005	0.0	0.0	false	
line	+	93.2799214924741	17.92167512427705	0.0	0.0	false	
line	+	93.27524599775714	17.92167747178573	0.0	0.0	false	
line	+	93.27184563790917	17.92167910854679	0.0	0.0	false	
line	+	93.2684452780177	17.921680685924265	0.0	0.0	false	
line	+	93.26546996307822	17.921682017416472	0.0	0.0	false	
line	+	93.26249464810775	17.92168330344312	0.0	0.0	false	
line	+	93.25951951528272	17.922088965240345	0.0	0.0	false	
line	+	93.25654419345226	17.922090160340215	0.0	0.0	false	
line	+	93.25314399321694	17.92249589174031	0.0	0.0	false	
line	+	93.25059387326274	17.922901256636386	0.0	0.0	false	
line	+	93.24719364382544	17.923306884128927	0.0	0.0	false	
line	+	93.24421844869248	17.923712312133514	0.0	0.0	false	
line	+	93.24166843217569	17.924521981386	0.0	0.0	false	
line	+	93.23911825677149	17.92492719598848	0.0	0.0	false	
line	+	93.2365681994266	17.925736798445513	0.0	0.0	false	
line	+	93.23316812733552	17.92695102351959	0.0	0.0	false	
line	+	93.22976789439402	17.927760767962873	0.0	0.0	false	
line	+	93.22636741748788	17.927761610514203	0.0	0.0	false	
line	+	93.2229670392083	17.928166814938642	0.0	0.0	false	
line	+	93.22041667566728	17.92816736334136	0.0	0.0	false	
line	+	93.21701619092923	17.92816804258127	0.0	0.0	false	
line	+	93.21404068853042	17.927764166933795	0.0	0.0	false	
line	+	93.21064021153596	17.92776473482085	0.0	0.0	false	
line	+	93.20723967184021	17.92736082204952	0.0	0.0	false	
line	+	93.20426426124983	17.92736121826994	0.0	0.0	false	
line	+	93.20128880157132	17.926957147747043	0.0	0.0	false	
line	+	93.19873836896068	17.92614856964608	0.0	0.0	false	
line	+	93.19576290587197	17.925339993392313	0.0	0.0	false	
line	+	93.19321252184771	17.924531342898437	0.0	0.0	false	
line	+	93.18896191970339	17.92291390363369	0.0	0.0	false	
line	+	93.18598655572418	17.922105177960116	0.0	0.0	false	
line	+	93.18258616854827	17.92089199201166	0.0	0.0	false	
line	+	93.17918582946393	17.919274325364704	0.0	0.0	false	
line	+	93.1762105796389	17.918061028973813	0.0	0.0	false	
line	+	93.17281033721356	17.91684767226314	0.0	0.0	false	
line	+	93.16983514907257	17.916038699743662	0.0	0.0	false	
line	+	93.1668599881299	17.915229681757857	0.0	0.0	false	
line	+	93.16345975202921	17.915229425680774	0.0	0.0	false	
line	+	93.15920945691444	17.91522902208103	0.0	0.0	false	
line	+	93.15538419132403	17.915228579513037	0.0	0.0	false	
line	+	93.1519839552559	17.915228123027806	0.0	0.0	false	
line	+	93.14815868969504	17.91522753850405	0.0	0.0	false	
line	+	93.14560843447703	17.915631528374856	0.0	0.0	false	
